replicas,load_pct,aggregate_bw_gbps,latency_cycles,requested_request_gbps_per_node,request_gbps,response_gbps,label,log_path
2,80,119.47409999999999,980.086875,4.07,32.58341,86.8906,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter08_bw04p07.out
2,80,120.3199,989.272875,4.1,32.81564,87.5042,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter12_bw04p10.out
2,80,120.4356,992.1916249999999,4.11,32.846470000000004,87.589,iter03,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter03_bw04p11.out
2,80,120.57509999999999,995.7292499999999,4.11,32.884969999999996,87.69030000000001,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter09_bw04p11.out
2,80,120.666,997.7301249999999,4.11,32.90739,87.75880000000001,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter13_bw04p11.out
2,80,120.78320000000001,1001.153375,4.12,32.93933,87.8438,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter11_bw04p12.out
2,80,120.9261,1004.27625,4.12,32.97929,87.94669999999999,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter14_bw04p12.out
2,80,120.9419,1003.476875,4.12,32.98303,87.9587,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter07_bw04p12.out
2,80,121.3972,1015.5500000000001,4.14,33.10768,88.2897,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter10_bw04p14.out
2,80,121.5907,1022.6425,4.15,33.16262,88.4282,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter05_bw04p15.out
2,80,122.4975,1082.65625,4.18,33.4101,89.0874,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter01_bw04p18.out
2,80,125.064,1358.3487499999999,4.26,34.10884,90.9556,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_iter04_bw04p26.out
2,80,132.7214,5844.5525,5.3,36.19596,96.5253,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load080_right_bw05p30.out
2,90,12.56738,808.191375,0.3,2.404157,10.16322,base,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_base_bw00p30.out
2,90,60.75825,839.4565,1.45,11.60582,49.15243,left,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_left_bw01p45.out
2,90,100.249,957.4358749999998,2.39,19.14855,81.1003,iter00,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter00_bw02p39.out
2,90,102.72109999999999,964.4468749999999,2.45,19.62191,83.0993,iter02,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter02_bw02p45.out
2,90,106.967,962.6500000000001,2.55,20.43093,86.5363,iter06,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter06_bw02p55.out
2,90,108.2693,985.7444999999999,2.59,20.6811,87.5882,iter03,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter03_bw02p59.out
2,90,108.3173,987.122875,2.59,20.68911,87.62819999999999,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter10_bw02p59.out
2,90,108.727,996.9917500000001,2.6,20.76863,87.9584,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter07_bw02p60.out
2,90,108.7375,997.4273749999999,2.6,20.76881,87.9685,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter14_bw02p60.out
2,90,108.8684,999.79125,2.6,20.795659999999998,88.0728,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter11_bw02p60.out
2,90,108.9721,1002.2062500000001,2.6,20.81555,88.1565,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter13_bw02p60.out
2,90,109.05539999999999,1004.5074999999999,2.6,20.83335,88.2219,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter09_bw02p60.out
2,90,109.2821,1015.8687500000001,2.61,20.874409999999997,88.40780000000001,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter12_bw02p61.out
2,90,109.30760000000001,1016.47125,2.61,20.88146,88.4263,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter05_bw02p61.out
2,90,110.0451,1075.2512499999998,2.63,21.02192,89.0232,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter08_bw02p63.out
2,90,110.119,1082.64625,2.63,21.03424,89.0846,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter01_bw02p63.out
2,90,112.42960000000001,1358.33375,2.68,21.47542,90.9544,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_iter04_bw02p68.out
2,90,120.1522,9083.090000000002,3.34,22.95129,97.2007,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load090_right_bw03p34.out
2,100,21.59798,803.3921250000001,0.3,2.400413,19.197589999999998,base,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_base_bw00p30.out
2,100,55.29682,818.836875,0.77,6.143882,49.15293,left,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_left_bw00p77.out
2,100,91.2389,843.6443750000001,1.27,10.13725,81.1016,iter00,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter00_bw01p27.out
2,100,93.4848,848.5725000000001,1.3,10.3872,83.0976,iter02,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter02_bw01p30.out
2,100,97.3528,852.16525,1.35,10.81696,86.5356,iter06,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter06_bw01p35.out
2,100,98.5305,930.566375,1.37,10.94875,87.5817,iter03,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter03_bw01p37.out
2,100,98.9497,964.3551250000002,1.37,10.99442,87.9554,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter07_bw01p37.out
2,100,99.0432,971.805625,1.38,11.00461,88.0386,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter12_bw01p38.out
2,100,99.2475,989.8789999999999,1.38,11.02786,88.2198,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter09_bw01p38.out
2,100,99.3246,996.2811249999999,1.38,11.0366,88.2882,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter13_bw01p38.out
2,100,99.4196,1004.6800000000001,1.38,11.0475,88.3724,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter11_bw01p38.out
2,100,99.48349999999999,1010.39625,1.38,11.054739999999999,88.4288,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter05_bw01p38.out
2,100,99.5355,1015.38375,1.38,11.06085,88.47489999999999,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter14_bw01p38.out
2,100,99.9219,1052.2000000000003,1.39,11.10261,88.8194,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter10_bw01p39.out
2,100,100.1523,1075.3812500000001,1.39,11.12803,89.0243,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter08_bw01p39.out
2,100,100.22109999999999,1082.64875,1.39,11.13582,89.0851,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter01_bw01p39.out
2,100,102.3237,1358.4475,1.42,11.36968,90.9541,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_iter04_bw01p42.out
2,100,109.968,18003.637499999997,1.77,12.21864,97.7488,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica002_load100_right_bw01p77.out
3,0,2.40192,802.0869999999999,0.3,2.40192,0.0,base,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_base_bw00p30.out
3,0,24.57982,847.871875,3.07,24.57982,0.0,left,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_left_bw03p07.out
3,0,40.55044,869.4819999999999,5.07,40.55044,0.0,iter00,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter00_bw05p07.out
3,0,44.54035,858.1339999999998,5.57,44.54035,0.0,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter01_bw05p57.out
3,0,47.5392,951.661,5.94,47.5392,0.0,iter02,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter02_bw05p94.out
3,0,48.1008,940.5379999999998,6.01,48.1008,0.0,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter04_bw06p01.out
3,0,48.41672,934.394,6.05,48.41672,0.0,iter06,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter06_bw06p05.out
3,0,48.5944,930.975625,6.07,48.5944,0.0,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter08_bw06p07.out
3,0,48.624030000000005,930.40725,6.08,48.624030000000005,0.0,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter13_bw06p08.out
3,0,48.69348,929.0792499999999,6.09,48.69348,0.0,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter10_bw06p09.out
3,0,48.71847,957.16925,6.09,48.71847,0.0,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter14_bw06p09.out
3,0,48.7522,1033.0925,6.09,48.7522,0.0,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter12_bw06p09.out
3,0,48.91924,1760.5187500000002,6.11,48.91924,0.0,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter11_bw06p11.out
3,0,48.99227,2609.085,6.12,48.99227,0.0,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter09_bw06p12.out
3,0,49.04955,4290.65625,6.22,49.04955,0.0,iter03,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter03_bw06p22.out
3,0,49.05406,4299.333750000001,6.17,49.05406,0.0,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter05_bw06p17.out
3,0,49.057339999999996,4315.554999999999,7.07,49.057339999999996,0.0,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_right_bw07p07.out
3,0,49.05959,4254.6125,6.14,49.05959,0.0,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load000_iter07_bw06p14.out
3,10,2.658845,804.132625,0.3,2.399447,0.2593995,base,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_base_bw00p30.out
3,10,27.52418,848.3062500000001,3.1,24.8043,2.719867,left,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_left_bw03p10.out
3,10,45.40552,873.512,5.12,40.92376,4.48172,iter00,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter00_bw05p12.out
3,10,49.877539999999996,849.3263749999999,5.62,44.95255,4.92501,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter01_bw05p62.out
3,10,53.22872,956.0710000000003,6.0,47.97808,5.250656,iter02,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter02_bw06p00.out
3,10,53.8576,944.8969999999999,6.07,48.54488,5.312688,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter04_bw06p07.out
3,10,54.21132,938.726,6.11,48.86372,5.347588,iter06,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter06_bw06p11.out
3,10,54.41052,935.2890000000001,6.13,49.04326,5.367236,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter08_bw06p13.out
3,10,54.443799999999996,934.7179999999998,6.13,49.07326,5.370518,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter13_bw06p13.out
3,10,54.52191,933.3775,6.14,49.1437,5.378226,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter10_bw06p14.out
3,10,54.54906,951.4034999999999,6.15,49.16604,5.38302,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter14_bw06p15.out
3,10,54.59129,1032.825,6.15,49.20177,5.389525,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter12_bw06p15.out
3,10,54.7816,1756.9900000000002,6.17,49.37195,5.409628,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter11_bw06p17.out
3,10,54.85763,2504.8375,6.18,49.4399,5.417734,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter09_bw06p18.out
3,10,54.9003,3722.38375,6.2,49.476929999999996,5.423366,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter07_bw06p20.out
3,10,54.91523,4015.2200000000003,6.28,49.49164,5.423582,iter03,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter03_bw06p28.out
3,10,54.92568,4017.5074999999997,7.13,49.50077,5.424906,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_right_bw07p13.out
3,10,54.93286,4017.7075000000004,6.23,49.50701,5.425849,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load010_iter05_bw06p23.out
3,20,2.986346,800.22975,0.3,2.403644,0.5827016,base,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_base_bw00p30.out
3,20,31.16421,849.6411250000001,3.14,25.083,6.081218,left,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_left_bw03p14.out
3,20,51.42928,878.556,5.17,41.38584,10.04352,iter00,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter00_bw05p17.out
3,20,56.48204,840.6626249999999,5.68,45.46308,11.01896,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter01_bw05p68.out
3,20,60.28033,960.271875,6.06,48.51956,11.76074,iter02,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter02_bw06p06.out
3,20,61.00104,950.34,6.14,49.09336,11.90768,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter04_bw06p14.out
3,20,61.40168,944.133375,6.18,49.41576,11.98592,iter06,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter06_bw06p18.out
3,20,61.62695,940.6775,6.2,49.59711,12.02986,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter08_bw06p20.out
3,20,61.664609999999996,940.1029999999998,6.2,49.62741,12.0372,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter13_bw06p20.out
3,20,61.75319,938.752,6.21,49.69871,12.05453,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter10_bw06p21.out
3,20,61.77556,945.068375,6.22,49.71861,12.05692,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter14_bw06p22.out
3,20,61.81938,1032.6325000000002,6.22,49.75622,12.06319,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter12_bw06p22.out
3,20,62.03134,1769.7487499999997,6.24,49.92745,12.10388,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter11_bw06p24.out
3,20,62.12857,3497.17375,6.27,50.00728,12.1213,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter07_bw06p27.out
3,20,62.13373,2399.9412500000003,6.25,50.01057,12.12315,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter09_bw06p25.out
3,20,62.17803,3941.5774999999994,6.35,50.04669,12.13137,iter03,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter03_bw06p35.out
3,20,62.20461,3936.5937499999995,7.21,50.06855,12.13608,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_right_bw07p21.out
3,20,62.213210000000004,3855.9762499999997,6.3,50.07452,12.13872,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load020_iter05_bw06p30.out
3,30,3.378411,802.5448750000002,0.3,2.399842,0.978571,base,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_base_bw00p30.out
3,30,35.781639999999996,851.513875,3.18,25.43852,10.34313,left,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_left_bw03p18.out
3,30,59.04667,885.029625,5.25,41.97249,17.07418,iter00,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter00_bw05p25.out
3,30,64.87078,869.53975,5.76,46.11097,18.75984,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter01_bw05p76.out
3,30,69.21882,965.6830000000001,6.15,49.20676,20.01206,iter02,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter02_bw06p15.out
3,30,70.04375999999999,957.3294999999999,6.22,49.7899,20.25386,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter04_bw06p22.out
3,30,70.50547999999999,951.1013749999998,6.26,50.11586,20.38962,iter06,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter06_bw06p26.out
3,30,70.76289,947.6098749999999,6.29,50.3,20.4629,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter08_bw06p29.out
3,30,70.80739,947.043625,6.29,50.330510000000004,20.47696,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter13_bw06p29.out
3,30,70.90961,945.6776250000001,6.3,50.40312,20.50649,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter10_bw06p30.out
3,30,70.93818,951.7334999999999,6.3,50.4217,20.516469999999998,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter14_bw06p30.out
3,30,70.98609,1059.5974999999999,6.31,50.461529999999996,20.524540000000002,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter12_bw06p31.out
3,30,71.22912,1754.6575,6.33,50.63273,20.5964,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter11_bw06p33.out
3,30,71.33823,2440.2875000000004,6.34,50.71168,20.62655,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter09_bw06p34.out
3,30,71.40004,3927.7175000000007,6.39,50.75402,20.64601,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter05_bw06p39.out
3,30,71.42509,3938.6225,6.44,50.772,20.65309,iter03,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter03_bw06p44.out
3,30,71.43079,3933.61625,7.31,50.77576,20.65505,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_right_bw07p31.out
3,30,71.48716,3391.8350000000005,6.36,50.81627,20.67091,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load030_iter07_bw06p36.out
3,40,3.8812409999999997,801.8642499999997,0.3,2.398756,1.482484,base,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_base_bw00p30.out
3,40,41.84632,852.9061249999999,3.24,25.9046,15.94173,left,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_left_bw03p24.out
3,40,69.04534,893.684125,5.34,42.744060000000005,26.30129,iter00,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter00_bw05p34.out
3,40,75.84341,874.1776250000001,5.87,46.95136,28.89205,iter01,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter01_bw05p87.out
3,40,80.9443,937.9313750000001,6.26,50.10748,30.83688,iter02,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter02_bw06p26.out
3,40,81.904,963.371875,6.34,50.70235,31.20156,iter04,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter04_bw06p34.out
3,40,82.4449,959.531625,6.38,51.03679,31.40811,iter06,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter06_bw06p38.out
3,40,82.748,956.8668749999999,6.4,51.22216,31.52587,iter08,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter08_bw06p40.out
3,40,82.7989,956.279625,6.41,51.2536,31.54514,iter13,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter13_bw06p41.out
3,40,82.91900000000001,954.90025,6.42,51.32626,31.59268,iter10,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter10_bw06p42.out
3,40,82.9538,955.4943749999999,6.42,51.34706,31.606830000000002,iter14,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter14_bw06p42.out
3,40,83.0085,1110.15875,6.42,51.38882,31.61964,iter12,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter12_bw06p42.out
3,40,83.31099999999999,1761.09625,6.45,51.56286,31.74811,iter11,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter11_bw06p45.out
3,40,83.3952,2363.2987500000004,6.46,51.62668,31.76872,iter09,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter09_bw06p46.out
3,40,83.46000000000001,3262.19125,6.47,51.66795,31.79211,iter07,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter07_bw06p47.out
3,40,83.5144,3982.5862500000003,7.45,51.70015,31.81429,right,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_right_bw07p45.out
3,40,83.5227,3980.6925,6.5,51.70483,31.81795,iter05,/Users/kevinshan/Documents/gt_classes/research/sst/cscore_sstelem/experiments/replica_count/logs/run_replica003_load040_iter05_bw06p50.out
